"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria8361","8419899903","Autoclaves"
"catalogos_fraccionarancelaria8362","8419899904","Estufas para el cultivo de microorganismos"
"catalogos_fraccionarancelaria8363","8419899905","Evaporadores de múltiple efecto excepto los evaporadores reconocibles como diseñados exclusivamente para la fabricación de fructosa dextrosa glucosa y almidón"
"catalogos_fraccionarancelaria8364","8419899906","Liofilizadores"
"catalogos_fraccionarancelaria8365","8419899907","Evaporadores o deshidratadores excepto los evaporadores reconocibles como diseñados exclusivamente para la fabricación de fructosa dextrosa glucosa y almidón y lo comprendido en el número de identificación comercial 8419899905"
"catalogos_fraccionarancelaria8366","8419899908","Aparatos para tratamiento al vapor"
"catalogos_fraccionarancelaria8367","8419899999","Los demás"
"catalogos_fraccionarancelaria8368","8419900401","Reconocibles como diseñadas exclusivamente para liofilizadores o para aparatos de vaporización o tratamiento al vapor"
"catalogos_fraccionarancelaria8369","8419900402","Reconocibles como diseñadas exclusivamente para aparatos de destilación"
"catalogos_fraccionarancelaria8370","8419900499","Los demás"
"catalogos_fraccionarancelaria8371","8420100100","Calandrias y laminadores"
"catalogos_fraccionarancelaria8372","8420910201","De calandrias o laminadores para tratamiento de papel o cartón cuando el peso unitario sea superior a 5 kg"
"catalogos_fraccionarancelaria8373","8420910299","Los demás"
"catalogos_fraccionarancelaria8374","8420999900","Las demás"
"catalogos_fraccionarancelaria8375","8421110201","Descremadoras con capacidad de tratamiento de más de 500 l de leche por hora"
"catalogos_fraccionarancelaria8376","8421110299","Los demás"
"catalogos_fraccionarancelaria8377","8421120201","Centrífugas con canasta de eje de rotación vertical"
"catalogos_fraccionarancelaria8378","8421120299","Los demás"
"catalogos_fraccionarancelaria8379","8421190100","Turbinadoras para el refinado del azúcar"
"catalogos_fraccionarancelaria8380","8421190300","Centrífugas con canasta de eje de rotación vertical"
"catalogos_fraccionarancelaria8381","8421199901","Centrífugas horizontales para la descarga continua de sólidos"
"catalogos_fraccionarancelaria8382","8421199902","Centrífugas de discos con peso superior a 350 kg"
"catalogos_fraccionarancelaria8383","8421199999","Los demás"
"catalogos_fraccionarancelaria8384","8421210100","Reconocibles para naves aéreas"
"catalogos_fraccionarancelaria8385","8421210200","Depuradores de acción química a base de cloro (cloradores); depuradores magnéticos anticalcáreos para agua"
"catalogos_fraccionarancelaria8386","8421210400","Módulos de ósmosis inversa"
"catalogos_fraccionarancelaria8387","8421219901","Para albercas"
"catalogos_fraccionarancelaria8388","8421219999","Los demás"
"catalogos_fraccionarancelaria8389","8421220100","Para filtrar o depurar las demás bebidas"
"catalogos_fraccionarancelaria8390","8421230100","Para filtrar lubricantes o carburantes en los motores de encendido por chispa o compresión"
"catalogos_fraccionarancelaria8391","8421290100","Purificadores de líquidos o desaereadores excepto columnas depuradoras de líquidos utilizadas para la fabricación de fructosa dextrosa glucosa y almidón; y máquinas para filtrar o depurar ácido sulfúrico"
"catalogos_fraccionarancelaria8392","8421290200","Columnas depuradoras de líquidos utilizadas para la fabricación de fructosa dextrosa glucosa y almidón"
"catalogos_fraccionarancelaria8393","8421290300","Depuradores ciclón"
"catalogos_fraccionarancelaria8394","8421290600","Máquinas para filtrar o depurar ácido sulfúrico"
"catalogos_fraccionarancelaria8395","8421290800","Filtros (dializadores) de sangre para riñón artificial desechables"
"catalogos_fraccionarancelaria8396","8421299901","Reconocibles como diseñados exclusivamente para tractores agrícolas e industriales"
"catalogos_fraccionarancelaria8397","8421299902","Reconocibles para naves aéreas"
"catalogos_fraccionarancelaria8398","8421299999","Los demás"
"catalogos_fraccionarancelaria8399","8421310100","Reconocibles como diseñados exclusivamente para tractores agrícolas e industriales"
"catalogos_fraccionarancelaria8400","8421310200","Reconocibles para naves aéreas"
"catalogos_fraccionarancelaria8401","8421319900","Los demás"
"catalogos_fraccionarancelaria8402","8421320100","Convertidores catalíticos"
"catalogos_fraccionarancelaria8403","8421329900","Los demás"
"catalogos_fraccionarancelaria8404","8421390200","Filtros secadores aun cuando tengan deshidratante reconocibles como diseñados exclusivamente para refrigeradores domésticos o comerciales"
"catalogos_fraccionarancelaria8405","8421390300","Filtros para máscaras antigás"
"catalogos_fraccionarancelaria8406","8421390500","Filtros de aire reconocibles como diseñados exclusivamente para acondicionadores de aire"
"catalogos_fraccionarancelaria8407","8421390600","Separadores de aceite aun cuando tengan sistema de retorno de aceite al carter reconocibles como diseñados exclusivamente para compresores"
"catalogos_fraccionarancelaria8408","8421390700","Desgasificadores"
"catalogos_fraccionarancelaria8409","8421399901","Depuradores ciclón"
"catalogos_fraccionarancelaria8410","8421399902","Purificadores de aire sin dispositivos que modifiquen temperatura y/o humedad reconocibles como diseñados exclusivamente para campanas aspirantes de uso doméstico"
"catalogos_fraccionarancelaria8411","8421399999","Las demás"
"catalogos_fraccionarancelaria8412","8421910401","Reconocibles como diseñadas exclusivamente para las utilizadas en investigación de laboratorio"
"catalogos_fraccionarancelaria8413","8421910499","Las demás"
"catalogos_fraccionarancelaria8414","8421999901","Reconocibles como diseñadas exclusiva o principalmente para filtros de motores de explosión o de combustión interna excepto lo reconocibles como diseñadas exclusivamente para tractores agrícolas e industriales"
"catalogos_fraccionarancelaria8415","8421999999","Las demás"
"catalogos_fraccionarancelaria8416","8422110100","De tipo doméstico"
"catalogos_fraccionarancelaria8417","8422199900","Las demás"
"catalogos_fraccionarancelaria8418","8422200100","Para limpiar botellas y otros recipientes excepto lavadoras tipo túnel de banda continua para envases metálicos con capacidad superior a 1500 unidades por minuto y lo comprendido en la fracción arancelaria 84222002"
"catalogos_fraccionarancelaria8419","8422200200","Para lavar botellas de vidrio cuya capacidad sea de 3 ml a 20 l"
"catalogos_fraccionarancelaria8420","8422209901","Lavadoras tipo túnel de banda continua para envases metálicos con capacidad superior a 1500 unidades por minuto"
"catalogos_fraccionarancelaria8421","8422209999","Los demás"
"catalogos_fraccionarancelaria8422","8422300800","Envasadoras rotativas de frutas"
"catalogos_fraccionarancelaria8423","8422309901","Para envasar o empaquetar leche mantequilla quesos u otros derivados de la leche excepto lo comprendido en el número de identificación comercial 8422309908"
"catalogos_fraccionarancelaria8424","8422309902","Para envasar cerrar capsular y/o empaquetar líquidos excepto lo comprendido en los números de identificación comercial 8422309901 8422309903 8422309904 y 8422309908"
"catalogos_fraccionarancelaria8425","8422309903","Para envasar mermeladas extractos de tomate crema de elote u otros alimentos pastosos"
"catalogos_fraccionarancelaria8426","8422309904","Para envasar líquidos en ampolletas aun cuando efectúen otras operaciones accesorias reconocibles como diseñadas exclusiva o principalmente para la industria farmacéutica"
"catalogos_fraccionarancelaria8427","8422309905","Envasadoras dosificadoras volumétricas o por pesada de productos a granel en sacos bolsas o costales incluso provistas de dispositivos de confección y/o cierre de los envases"
"catalogos_fraccionarancelaria8428","8422309906","Para envasar al vacío en envases flexibles"
"catalogos_fraccionarancelaria8429","8422309907","Envasadoras de té en bolsitas que coloquen etiquetas"
"catalogos_fraccionarancelaria8430","8422309908","Para envasar leche jugos frutas y productos similares que además formen y cierren sus propios envases desechables de cartón o de plástico"
"catalogos_fraccionarancelaria8431","8422309999","Los demás"
"catalogos_fraccionarancelaria8432","8422400200","De peso unitario igual o inferior a 100 kg para introducir en cajas envases metálicos"
"catalogos_fraccionarancelaria8433","8422409901","Atadores o precintadores incluso los de accionamiento manual"
"catalogos_fraccionarancelaria8434","8422409902","Para empaquetar caramelos y demás productos de confitería"
"catalogos_fraccionarancelaria8435","8422409903","Empacadoras (encajonadoras) o desempacadoras (desencajonadoras) de botellas"
"catalogos_fraccionarancelaria8436","8422409999","Los demás"
"catalogos_fraccionarancelaria8437","8422900501","Reconocibles como diseñadas exclusivamente para máquinas o aparatos de limpiar o secar recipientes o para máquinas envasadoras"
"catalogos_fraccionarancelaria8438","8422900502","Reconocibles como diseñadas exclusivamente para aparatos para lavar vajillas"
"catalogos_fraccionarancelaria8439","8422900599","Los demás"
"catalogos_fraccionarancelaria8440","8423100201","De personas incluidos los pesabebés"
"catalogos_fraccionarancelaria8441","8423100299","Los demás"
"catalogos_fraccionarancelaria8442","8423200100","Automáticas con registro impresor provistas con mecanismo automático de control de velocidad y con peso superior o igual a 740 kg"
"catalogos_fraccionarancelaria8443","8423209900","Los demás"
"catalogos_fraccionarancelaria8444","8423300201","Dosificadores o comprobadoras que funcionen por medio de peso patrón"
"catalogos_fraccionarancelaria8445","8423300299","Los demás"
"catalogos_fraccionarancelaria8446","8423810301","Con capacidad inferior o igual a 30 kg excepto lo comprendido en el número de identificación comercial 8423810302"
"catalogos_fraccionarancelaria8447","8423810302","De funcionamiento electrónico"
"catalogos_fraccionarancelaria8448","8423820301","Con capacidad superior a 30 kg pero inferior o igual a 5000 kg excepto lo comprendido en el número de identificación comercial 8423820302"
"catalogos_fraccionarancelaria8449","8423820302","De funcionamiento electrónico"
"catalogos_fraccionarancelaria8450","8423899900","Los demás"
"catalogos_fraccionarancelaria8451","8423900200","Pesas para toda clase de básculas o balanzas; partes de aparatos o instrumentos de pesar"
"catalogos_fraccionarancelaria8452","8424100301","Con capacidad igual o inferior a 24 kg excepto los reconocibles para naves aéreas"
"catalogos_fraccionarancelaria8453","8424100399","Los demás"
"catalogos_fraccionarancelaria8454","8424200100","Pulverizadores espolvoreadores esparcidores o aspersores excepto los reconocibles para naves aéreas"
"catalogos_fraccionarancelaria8455","8424209901","Pistolas aerográficas para pintar o recubrir"
"catalogos_fraccionarancelaria8456","8424209999","Los demás"
"catalogos_fraccionarancelaria8457","8424300400","Pistolas o inyectores de lodos aun cuando se presenten con sus mangueras de cementación y circulación reconocibles para remover residuos y sedimentaciones en presas o tanques almacenadores de lodos en pozos petroleros"
"catalogos_fraccionarancelaria8458","8424309901","Máquinas o aparatos para limpieza por chorro de agua fría y/o sobrecalentada incluso con dispositivos para esparcir arenas polvos o líquidos compatibles con agua"
"catalogos_fraccionarancelaria8459","8424309902","Pulverizadores espolvoreadores esparcidores o aspersores excepto lo comprendido en el número de identificación comercial 8424309901"
"catalogos_fraccionarancelaria8460","8424309999","Los demás"
"catalogos_fraccionarancelaria8461","8424410201","Pulverizadores impulsados por motor"
"catalogos_fraccionarancelaria8462","8424410299","Los demás"
"catalogos_fraccionarancelaria8463","8424499901","Pulverizadores autopropulsados"
"catalogos_fraccionarancelaria8464","8424499999","Los demás"
"catalogos_fraccionarancelaria8465","8424820701","Aspersores de rehilete para riego"
"catalogos_fraccionarancelaria8466","8424820702","Espolvoreadores portátiles impulsados por motor excepto lo comprendido en el número de identificación comercial 8424820705"
"catalogos_fraccionarancelaria8467","8424820703","Máquinas o aparatos para riego autopropulsados con controles de regulación mecánicos o eléctricos incluso cañones de riego autopropulsados sin tubería rígida de materias plásticas ni tubería de aluminio con compuertas laterales de descarga"
"catalogos_fraccionarancelaria8468","8424820704","Espolvoreadores autopropulsados"
"catalogos_fraccionarancelaria8469","8424820705","Máquinas para riego excepto lo comprendido en el número de identificación comercial 8424820703"
"catalogos_fraccionarancelaria8470","8424820706","Aspersoras manuales de uso exclusivo para la aplicación de agroquímicos"
"catalogos_fraccionarancelaria8471","8424820799","Los demás"
"catalogos_fraccionarancelaria8472","8424899901","Máquinas para el barnizado interior de envases metálicos"
"catalogos_fraccionarancelaria8473","8424899999","Los demás"
"catalogos_fraccionarancelaria8474","8424900100","Partes"
"catalogos_fraccionarancelaria8475","8425110100","Con capacidad superior a 30 t"
"catalogos_fraccionarancelaria8476","8425119900","Los demás"
"catalogos_fraccionarancelaria8477","8425199900","Los demás"
"catalogos_fraccionarancelaria8478","8425310100","Con capacidad hasta 5000 kg"
"catalogos_fraccionarancelaria8479","8425310200","Tornos para el ascenso y descenso de jaulas o montacargas en pozos de minas o diseñados para el interior de las minas con capacidad superior a 5000 kg"
"catalogos_fraccionarancelaria8480","8425319900","Los demás"
"catalogos_fraccionarancelaria8481","8425390100","Para elevadores o montacargas accionados sin engranajes"
"catalogos_fraccionarancelaria8482","8425390200","Para elevadores o montacargas accionados con engranajes"
"catalogos_fraccionarancelaria8483","8425390300","Reconocibles como diseñados exclusivamente para tractores agrícolas e industriales"
"catalogos_fraccionarancelaria8484","8425399900","Los demás"
"catalogos_fraccionarancelaria8485","8425410100","Elevadores fijos para vehículos automóviles de los tipos utilizados en talleres"
"catalogos_fraccionarancelaria8486","8425420100","Tipo patín aun cuando se presenten sin ruedas con una o más bombas integrales de peso mayor a 12 kg y capacidad de carga hasta 12 t"
"catalogos_fraccionarancelaria8487","8425420200","Tipo botella con bomba integral de peso unitario igual o inferior a 20 kg y capacidad máxima de carga de 20 t"
"catalogos_fraccionarancelaria8488","8425429900","Los demás"
"catalogos_fraccionarancelaria8489","8425499900","Los demás"
"catalogos_fraccionarancelaria8490","8426110100","Puentes (incluidas las vigas) rodantes sobre soporte fijo"
"catalogos_fraccionarancelaria8491","8426120100","Pórticos móviles sobre neumáticos y carretillas puente"
"catalogos_fraccionarancelaria8492","8426199900","Los demás"
"catalogos_fraccionarancelaria8493","8426200100","Grúas de torre"
"catalogos_fraccionarancelaria8494","8426300100","Grúas de pórtico"
"catalogos_fraccionarancelaria8495","8426410100","Grúas con brazo de hierro estructural (celosía) de accionamiento mecánico autopropulsadas con peso unitario hasta de 55 t excepto grúas con pluma tipo celosía y operación diésel-eléctrica o diésel-hidráulica con capacidad de carga de 40 a 600 t inclusive"
"catalogos_fraccionarancelaria8496","8426410200","Grúas con brazo (aguilón) rígido de accionamiento hidráulico autopropulsadas con capacidad de carga superior a 99 t sin exceder de 30 t"
"catalogos_fraccionarancelaria8497","8426419901","Grúas con pluma tipo celosía y operación diésel-eléctrica o diésel-hidráulica con capacidad de carga de 40 a 600 t inclusive"
"catalogos_fraccionarancelaria8498","8426419902","Grúas de patio autopropulsadas sobre neumáticos para maniobras portuarias excepto lo comprendido en los números de identificación comercial 8426410100 8426410200 y 8426419901"
"catalogos_fraccionarancelaria8499","8426419999","Los demás"
"catalogos_fraccionarancelaria8500","8426499901","Grúas con brazo de hierro estructural (celosía) de accionamiento mecánico con peso unitario hasta 55 t"
"catalogos_fraccionarancelaria8501","8426499999","Los demás"
"catalogos_fraccionarancelaria8502","8426910300","Grúas elevadoras aisladas del tipo canastilla con capacidad de carga hasta 1 t y hasta 15 m de elevación"
"catalogos_fraccionarancelaria8503","8426919901","Grúas con brazo (aguilón) articulado de accionamiento hidráulico con capacidad superior a 99 t a un radio de 1 m"
"catalogos_fraccionarancelaria8504","8426919902","Grúas con accionamiento hidráulico de brazos articulados o rígidos con capacidad hasta 99 t a un radio de 1 m"
"catalogos_fraccionarancelaria8505","8426919999","Los demás"
"catalogos_fraccionarancelaria8506","8426990300","Cargador frontal para montarse en tractores agrícolas (de rastrillo cuchara de reja o de apilador)"
"catalogos_fraccionarancelaria8507","8426990400","Ademes caminantes"
"catalogos_fraccionarancelaria8508","8426999901","Grúas excepto lo comprendido en el número de identificación comercial 8426999902"
"catalogos_fraccionarancelaria8509","8426999902","Grúas giratorias"
"catalogos_fraccionarancelaria8510","8426999999","Los demás"
"catalogos_fraccionarancelaria8511","8427100100","Montacargas de carga frontal y unidad motriz trasera (denominado ""counterbalance"") con capacidad de carga hasta 3500 kg"
"catalogos_fraccionarancelaria8512","8427109901","Montacargas de carga frontal y unidad motriz trasera (denominado ""counterbalance"") con capacidad de carga superior a 3500 kg"
"catalogos_fraccionarancelaria8513","8427109999","Las demás"
"catalogos_fraccionarancelaria8514","8427200100","Carretilla con motor de explosión o combustión interna con capacidad de carga hasta 7000 kg medida a 620 mm de la cara frontal de las horquillas excepto lo comprendido en la fracción arancelaria 84272004"
"catalogos_fraccionarancelaria8515","8427200200","Con motor de explosión o combustión interna con capacidad de carga superior a 7000 kg medida a 620 mm de la cara frontal de las horquillas excepto lo comprendido en la fracción arancelaria 84272005"
"catalogos_fraccionarancelaria8516","8427200300","Carretilla portadora con cabina con motor de combustión interna (diésel) con plataforma con ejes direccionables y capacidad de carga superior a 39 t"
"catalogos_fraccionarancelaria8517","8427200400","Montacargas de carga frontal y unidad motriz trasera (denominado ""counterbalance"") con motor de explosión o combustión interna con capacidad de carga hasta 7000 kg"
"catalogos_fraccionarancelaria8518","8427200500","Montacargas de carga frontal y unidad motriz trasera (denominado ""counterbalance"") con motor de explosión o combustión interna con capacidad de carga superior a 7000 kg"
"catalogos_fraccionarancelaria8519","8427209900","Las demás"
"catalogos_fraccionarancelaria8520","8427909100","Las demás carretillas"
"catalogos_fraccionarancelaria8521","8428100100","Ascensores y montacargas"
"catalogos_fraccionarancelaria8522","8428200200","Con dispositivo dosificador excepto para carga o descarga de navíos"
"catalogos_fraccionarancelaria8523","8428200300","Para el manejo de documentos y valores"
"catalogos_fraccionarancelaria8524","8428209900","Los demás"
"catalogos_fraccionarancelaria8525","8428310100","Especialmente diseñados para el interior de minas u otros trabajos subterráneos"
"catalogos_fraccionarancelaria8526","8428329100","Los demás de cangilones"
"catalogos_fraccionarancelaria8527","8428339100","Los demás de banda o correa"
"catalogos_fraccionarancelaria8528","8428399901","Transportadores tubulares flexibles de impulso mecánico por tornillos espirales"
"catalogos_fraccionarancelaria8529","8428399902","A base de dispositivos magnéticos o electromagnéticos"
"catalogos_fraccionarancelaria8530","8428399999","Los demás"
"catalogos_fraccionarancelaria8531","8428400200","Escaleras electromecánicas"
"catalogos_fraccionarancelaria8532","8428409901","Escaleras móviles incluso montadas sobre ruedas"
"catalogos_fraccionarancelaria8533","8428409999","Los demás"
"catalogos_fraccionarancelaria8534","8428600100","Teleféricos (incluidos las telesillas y los telesquís); mecanismos de tracción para funiculares"
"catalogos_fraccionarancelaria8535","8428700100","Robots industriales"
"catalogos_fraccionarancelaria8536","8428900100","Elevador de accionamiento hidráulico de chapas"
"catalogos_fraccionarancelaria8537","8428900200","Paleadoras de accionamiento neumático o hidráulico provistas para su desplazamiento de ruedas de ferrocarril"
"catalogos_fraccionarancelaria8538","8428900300","Transportadores-cargadores autopropulsados de peso unitario superior o igual a 10000 kg"
"catalogos_fraccionarancelaria8539","8428900600","Empujadores de vagonetas de minas carros transbordadores basculadores y volteadores de vagones de vagonetas etc e instalaciones similares para la manipulación de material móvil sobre carriles (rieles)"
"catalogos_fraccionarancelaria8540","8428909901","Brazos de carga marinos o terrestres (garzas marinas o terrestres) reconocibles para la carga o descarga de petróleo o sus derivados en navíos o carros tanque"
"catalogos_fraccionarancelaria8541","8428909999","Los demás"
"catalogos_fraccionarancelaria8542","8429110100","De orugas"
"catalogos_fraccionarancelaria8543","8429199900","Las demás"
"catalogos_fraccionarancelaria8544","8429200100","Niveladoras"
"catalogos_fraccionarancelaria8545","8429300100","Traíllas (""scrapers"")"
"catalogos_fraccionarancelaria8546","8429400201","Compactadoras excepto de rodillos"
"catalogos_fraccionarancelaria8547","8429400299","Los demás"
"catalogos_fraccionarancelaria8548","8429510300","Palas mecánicas excepto autopropulsadas sobre orugas con peso unitario superior a 55000 kg"
"catalogos_fraccionarancelaria8549","8429519901","Palas mecánicas autopropulsadas sobre orugas con peso unitario superior a 55000 kg"
"catalogos_fraccionarancelaria8550","8429519902","Cargadores frontales de accionamiento hidráulico montados sobre ruedas con capacidad igual o inferior a 335 CP"
"catalogos_fraccionarancelaria8551","8429519999","Los demás"
"catalogos_fraccionarancelaria8552","8429520301","Dragas o excavadoras montadas sobre orugas con peso unitario superior a 55000 kg"
"catalogos_fraccionarancelaria8553","8429520302","Dragas o excavadoras excepto lo comprendido en el número de identificación comercial 8429520301"
"catalogos_fraccionarancelaria8554","8429520399","Los demás"
"catalogos_fraccionarancelaria8555","8429590100","Zanjadoras"
"catalogos_fraccionarancelaria8556","8429590200","Dragas con capacidad de carga de arrastre hasta 4000 kg"
"catalogos_fraccionarancelaria8557","8429590500","Dragas o excavadoras excepto lo comprendido en la fracción arancelaria 84295902"
"catalogos_fraccionarancelaria8558","8429599901","Retroexcavadoras de cucharón de accionamiento hidráulico autopropulsadas con potencia neta al volante igual o superior a 70 CP sin exceder de 130 CP y peso igual o superior a 5000 kg sin exceder de 20500 kg"
"catalogos_fraccionarancelaria8559","8429599902","Retroexcavadoras incluso para acoplarse a máquinas motrices excepto lo comprendido en el número de identificación comercial 8429599901"
"catalogos_fraccionarancelaria8560","8429599999","Los demás"
"catalogos_fraccionarancelaria8561","8430100100","Martinetes y máquinas para arrancar pilotes estacas o similares"
"catalogos_fraccionarancelaria8562","8430200100","Quitanieves"
"catalogos_fraccionarancelaria8563","8430310301","Perforadoras por rotación y/o percusión"
"catalogos_fraccionarancelaria8564","8430310302","Cortadoras de carbón mineral"
"catalogos_fraccionarancelaria8565","8430310399","Las demás"
"catalogos_fraccionarancelaria8566","8430390100","Escudos de perforación"
"catalogos_fraccionarancelaria8567","8430399900","Las demás"
"catalogos_fraccionarancelaria8568","8430410301","Perforadoras por rotación y/o percusión excepto lo comprendido en el número de identificación comercial 8430410302"
"catalogos_fraccionarancelaria8569","8430410302","Equipos para perforación por rotación de funcionamiento mecánico con diámetro de barrena hasta 123 mm"
"catalogos_fraccionarancelaria8570","8430410399","Las demás"
"catalogos_fraccionarancelaria8571","8430499900","Las demás"
"catalogos_fraccionarancelaria8572","8430500100","Excavadoras cargadores frontales de accionamiento hidráulico con capacidad igual o inferior a 335 CP"
"catalogos_fraccionarancelaria8573","8430500200","Desgarradores"
"catalogos_fraccionarancelaria8574","8430509900","Los demás"
"catalogos_fraccionarancelaria8575","8430610100","Explanadoras (empujadoras)"
"catalogos_fraccionarancelaria8576","8430610200","Rodillos apisonadores o compactadores"
"catalogos_fraccionarancelaria8577","8430619900","Los demás"
"catalogos_fraccionarancelaria8578","8430690100","Retroexcavadoras de cucharón de accionamiento hidráulico"
"catalogos_fraccionarancelaria8579","8430690200","Dragas excavadoras y palas mecánicas montadas sobre vagón de neumáticos"
"catalogos_fraccionarancelaria8580","8430690300","Zanjadoras excepto lo comprendido en la fracción arancelaria 84306901"
"catalogos_fraccionarancelaria8581","8430690400","Traíllas (""scrapers"")"
"catalogos_fraccionarancelaria8582","8430699900","Los demás"
"catalogos_fraccionarancelaria8583","8431100100","De máquinas o aparatos de la partida 8425"
"catalogos_fraccionarancelaria8584","8431200201","Conjuntos de partes identificables como destinados exclusivamente para la fabricación de los siguientes: a) mástil para montacargas; b) contrapeso para montacargas; c) ensamble de chasis; d) guarda del operador; e) horquillas para montacargas para la fabricación de montacargas de las subpartidas 842710 y 842720"
"catalogos_fraccionarancelaria8585","8431200299","Los demás"
"catalogos_fraccionarancelaria8586","8431310201","Para elevadores (ascensores)"
"catalogos_fraccionarancelaria8587","8431310299","Las demás"
"catalogos_fraccionarancelaria8588","8431399900","Las demás"
"catalogos_fraccionarancelaria8589","8431410401","Cucharones puntas dientes o adaptadores para cucharones"
"catalogos_fraccionarancelaria8590","8431410402","Reconocibles como diseñados exclusivamente para lo comprendido en el número de identificación comercial 8429520301"
"catalogos_fraccionarancelaria8591","8431410403","Cuchillas o gavilanes"
"catalogos_fraccionarancelaria8592","8431410499","Las demás"
"catalogos_fraccionarancelaria8593","8431420100","Hojas de topadoras frontales (buldóceres) o de topadoras angulares (""angledozers"")"
"catalogos_fraccionarancelaria8594","8431430301","Uniones de cabezas de inyección"
"catalogos_fraccionarancelaria8595","8431430399","Las demás"
"catalogos_fraccionarancelaria8596","8431499901","Reconocibles como diseñadas exclusivamente para máquinas compactadoras zanjadoras o retroexcavadoras de cucharón de accionamiento hidráulico excepto el cucharón"
"catalogos_fraccionarancelaria8597","8431499902","Reconocibles como diseñadas exclusivamente para lo comprendido en los números de identificación comercial 8429519901 y 8429520301"
"catalogos_fraccionarancelaria8598","8431499999","Las demás"
"catalogos_fraccionarancelaria8599","8432100100","Arados"
"catalogos_fraccionarancelaria8600","8432210100","Gradas (rastras) de discos"
"catalogos_fraccionarancelaria8601","8432299901","Desyerbadoras cultivadoras escarificadoras o niveladoras"
"catalogos_fraccionarancelaria8602","8432299999","Los demás"
"catalogos_fraccionarancelaria8603","8432310401","Sembradoras con depósito rectangular y descarga múltiple para semillas de grano fino (grain drill)"
"catalogos_fraccionarancelaria8604","8432310402","Plantadoras"
"catalogos_fraccionarancelaria8605","8432310403","Sembradoras excepto lo comprendido en el número de identificación comercial 8432310401"
"catalogos_fraccionarancelaria8606","8432310499","Las demás"
"catalogos_fraccionarancelaria8607","8432399900","Las demás"
"catalogos_fraccionarancelaria8608","8432410100","Esparcidores de estiércol"
"catalogos_fraccionarancelaria8609","8432420100","Distribuidores de abonos"
"catalogos_fraccionarancelaria8610","8432809101","Cortadoras rotativas (desvaradoras) con ancho de corte igual o inferior a 213 m para acoplarse a la toma de fuerza del tractor con transmisión a dos cuchillas"
"catalogos_fraccionarancelaria8611","8432809102","Sembradoras abonadoras excepto con depósito rectangular y descarga múltiple para semillas de grano fino (grain drill)"
"catalogos_fraccionarancelaria8612","8432809199","Los demás"
"catalogos_fraccionarancelaria8613","8432900100","Partes"
"catalogos_fraccionarancelaria8614","8433110100","Con motor en las que el dispositivo de corte gire en un plano horizontal"
"catalogos_fraccionarancelaria8615","8433199900","Las demás"
"catalogos_fraccionarancelaria8616","8433200301","Guadañadoras y/o segadoras excepto lo comprendido en el número de identificación comercial 8433200302"
"catalogos_fraccionarancelaria8617","8433200302","Guadañadoras y/o segadoras autopropulsadas con motor de potencia inferior o igual a 20 CP y no autopropulsadas con ancho de corte hasta 250 m incluso atadoras"
"catalogos_fraccionarancelaria8618","8433200399","Los demás"
"catalogos_fraccionarancelaria8619","8433309100","Las demás máquinas y aparatos de henificar"
"catalogos_fraccionarancelaria8620","8433400301","Empacadoras de forrajes"
"catalogos_fraccionarancelaria8621","8433400399","Las demás"
"catalogos_fraccionarancelaria8622","8433510100","Cosechadoras-trilladoras"
"catalogos_fraccionarancelaria8623","8433529100","Las demás máquinas y aparatos de trillar"
"catalogos_fraccionarancelaria8624","8433530100","Máquinas de cosechar raíces o tubérculos"
"catalogos_fraccionarancelaria8625","8433599901","Cosechadoras para caña"
"catalogos_fraccionarancelaria8626","8433599902","Desgranadoras de maíz incluso deshojadoras o que envasen los productos"
"catalogos_fraccionarancelaria8627","8433599903","Cosechadoras de algodón"
"catalogos_fraccionarancelaria8628","8433599904","Cosechadoras excepto lo comprendido en los números de identificación comercial 8433599901 y 8433599903"
"catalogos_fraccionarancelaria8629","8433599999","Los demás"
"catalogos_fraccionarancelaria8630","8433600401","Seleccionadoras o clasificadoras de frutas u otros productos agrícolas"
"catalogos_fraccionarancelaria8631","8433600499","Los demás"
"catalogos_fraccionarancelaria8632","8433900401","Reconocibles como diseñadas exclusiva o principalmente para lo comprendido en el número de identificación comercial 8433510100"
"catalogos_fraccionarancelaria8633","8433900402","Reconocibles como diseñadas exclusiva o principalmente para lo comprendido en los números de identificación comercial 8433200301 8433200302 y 8433599903"
"catalogos_fraccionarancelaria8634","8433900499","Los demás"
"catalogos_fraccionarancelaria8635","8434100100","Máquinas de ordeñar"
"catalogos_fraccionarancelaria8636","8434200100","Máquinas y aparatos para la industria lechera"
"catalogos_fraccionarancelaria8637","8434900100","Partes"
"catalogos_fraccionarancelaria8638","8435100100","Máquinas y aparatos"
"catalogos_fraccionarancelaria8639","8435900100","Partes"
"catalogos_fraccionarancelaria8640","8436100100","Máquinas y aparatos para preparar alimentos o piensos para animales"
"catalogos_fraccionarancelaria8641","8436210100","Incubadoras y criadoras"
"catalogos_fraccionarancelaria8642","8436299901","Bebederos comederos o nidos (ponedores) para avicultura"
"catalogos_fraccionarancelaria8643","8436299999","Los demás"
"catalogos_fraccionarancelaria8644","8436809101","Trituradoras o mezcladoras de abonos"
"catalogos_fraccionarancelaria8645","8436809102","Silos con dispositivos mecánicos de descarga"
"catalogos_fraccionarancelaria8646","8436809199","Los demás"
