"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria3340","3603500100","Inflamadores"
"catalogos_fraccionarancelaria3341","3603600100","Detonadores eléctricos"
"catalogos_fraccionarancelaria3342","3604100100","Artículos para fuegos artificiales"
"catalogos_fraccionarancelaria3343","3604909900","Los demás"
"catalogos_fraccionarancelaria3344","3605000100","Fósforos (cerillas) excepto los artículos de pirotecnia de la partida 3604"
"catalogos_fraccionarancelaria3345","3606100100","Combustibles líquidos y gases combustibles licuados en recipientes de los tipos utilizados para cargar o recargar encendedores o mecheros de capacidad inferior o igual a 300 cm3"
"catalogos_fraccionarancelaria3346","3606900100","Combustibles sólidos a base de alcohol"
"catalogos_fraccionarancelaria3347","3606900200","Ferrocerio y otras aleaciones pirofóricas cualquiera que sea su forma de presentación"
"catalogos_fraccionarancelaria3348","3606909900","Los demás"
"catalogos_fraccionarancelaria3349","3701100200","Placas fotográficas para radiografías de uso dental"
"catalogos_fraccionarancelaria3350","3701109901","Placas fotográficas para radiografías"
"catalogos_fraccionarancelaria3351","3701109999","Los demás"
"catalogos_fraccionarancelaria3352","3701200100","Películas autorrevelables"
"catalogos_fraccionarancelaria3353","3701309100","Las demás placas y películas planas en las que por lo menos un lado sea superior a 255 mm"
"catalogos_fraccionarancelaria3354","3701910100","Para fotografía en colores (policroma)"
"catalogos_fraccionarancelaria3355","3701990100","Placas secas para fotografía"
"catalogos_fraccionarancelaria3356","3701990400","Chapas sensibilizadas litoplanográficas trimetálicas para fotolitografía (offset)"
"catalogos_fraccionarancelaria3357","3701999901","Chapas de aluminio recubiertas con materiales sensibles a la luz o tratadas para fotolitografía (offset)"
"catalogos_fraccionarancelaria3358","3701999902","Planchas litográficas fotopolímeras"
"catalogos_fraccionarancelaria3359","3701999999","Las demás"
"catalogos_fraccionarancelaria3360","3702100100","En rollos maestros para radiografías con peso unitario superior o igual a 100 kg"
"catalogos_fraccionarancelaria3361","3702109900","Las demás"
"catalogos_fraccionarancelaria3362","3702310200","Para fotografía en colores (policroma)"
"catalogos_fraccionarancelaria3363","3702320100","Películas autorrevelables"
"catalogos_fraccionarancelaria3364","3702329900","Las demás"
"catalogos_fraccionarancelaria3365","3702399900","Las demás"
"catalogos_fraccionarancelaria3366","3702410100","En rollos maestros para cinematógrafos o exposiciones fotográficas sin movimiento con peso unitario superior o igual a 100 kg"
"catalogos_fraccionarancelaria3367","3702419900","Las demás"
"catalogos_fraccionarancelaria3368","3702420100","En rollos maestros para exposiciones fotográficas no perforadas de uso en las artes gráficas con peso unitario superior o igual a 100 kg"
"catalogos_fraccionarancelaria3369","3702420200","En rollos maestros para cinematógrafos o exposiciones fotográficas sin movimiento con peso unitario superior o igual a 100 kg"
"catalogos_fraccionarancelaria3370","3702429900","Las demás"
"catalogos_fraccionarancelaria3371","3702430100","De anchura superior a 610 mm y de longitud inferior o igual a 200 m"
"catalogos_fraccionarancelaria3372","3702440100","Películas autorrevelables"
"catalogos_fraccionarancelaria3373","3702449900","Las demás"
"catalogos_fraccionarancelaria3374","3702520100","De anchura inferior o igual a 16 mm"
"catalogos_fraccionarancelaria3375","3702530100","De anchura superior a 16 mm pero inferior o igual a 35 mm y longitud inferior o igual a 30 m para diapositivas"
"catalogos_fraccionarancelaria3376","3702540100","De anchura superior a 16 mm pero inferior o igual a 35 mm y longitud inferior o igual a 30 m excepto para diapositivas"
"catalogos_fraccionarancelaria3377","3702550100","De anchura superior a 16 mm pero inferior o igual a 35 mm y longitud superior a 30 m"
"catalogos_fraccionarancelaria3378","3702560100","De anchura superior a 35 mm"
"catalogos_fraccionarancelaria3379","3702960100","De anchura inferior o igual a 35 mm y longitud inferior o igual a 30 m"
"catalogos_fraccionarancelaria3380","3702970100","De anchura inferior o igual a 35 mm y longitud superior a 30 m"
"catalogos_fraccionarancelaria3381","3702980100","De anchura superior a 35 mm"
"catalogos_fraccionarancelaria3382","3703100200","En rollos de anchura superior a 610 mm"
"catalogos_fraccionarancelaria3383","3703200100","Papeles para fotografía"
"catalogos_fraccionarancelaria3384","3703209900","Los demás"
"catalogos_fraccionarancelaria3385","3703900100","Papel positivo a base de óxido de cinc y colorante estabilizador"
"catalogos_fraccionarancelaria3386","3703900200","Papeles para fotografía"
"catalogos_fraccionarancelaria3387","3703900300","Papel para heliografía excepto al ferrocianuro"
"catalogos_fraccionarancelaria3388","3703909900","Los demás"
"catalogos_fraccionarancelaria3389","3704000100","Placas películas papel cartón y textiles fotográficos impresionados pero sin revelar"
"catalogos_fraccionarancelaria3390","3705000100","Placas y películas ortocromáticas reveladas para la impresión de periódicos libros fascículos revistas material didáctico o colecciones"
"catalogos_fraccionarancelaria3391","3705000200","Películas fotográficas en rollos con anchura de 35 mm sin sonido con reproducción de documentos de textos o de ilustraciones técnicas o científicas para enseñanza o con fines culturales reconocibles como diseñadas exclusivamente para instituciones de educación o similares"
"catalogos_fraccionarancelaria3392","3705000300","Microfilmes"
"catalogos_fraccionarancelaria3393","3705000400","Para la reproducción offset excepto lo comprendido en la fracción arancelaria 37050001"
"catalogos_fraccionarancelaria3394","3705009900","Las demás"
"catalogos_fraccionarancelaria3395","3706100100","Positivas"
"catalogos_fraccionarancelaria3396","3706100200","Negativas incluso las denominadas internegativas o ""master"""
"catalogos_fraccionarancelaria3397","3706900100","Películas cinematográficas educativas aun cuando tengan impresión directa de sonido"
"catalogos_fraccionarancelaria3398","3706909900","Las demás"
"catalogos_fraccionarancelaria3399","3707100100","Emulsiones para sensibilizar superficies"
"catalogos_fraccionarancelaria3400","3707900201","""Toner"" en polvo para formar imágenes por medio de descargas electromagnéticas y calor para uso en cartuchos para impresoras o fotocopiadoras"
"catalogos_fraccionarancelaria3401","3707900299","Los demás"
"catalogos_fraccionarancelaria3402","3801100100","Barras o bloques"
"catalogos_fraccionarancelaria3403","3801109900","Los demás"
"catalogos_fraccionarancelaria3404","3801200100","Grafito coloidal o semicoloidal"
"catalogos_fraccionarancelaria3405","3801300201","Preparación refractaria que contenga básicamente coque grafito brea o alquitrán"
"catalogos_fraccionarancelaria3406","3801300299","Los demás"
"catalogos_fraccionarancelaria3407","3801900100","Monofilamentos constituidos por grafito soportado en fibra de vidrio aun cuando se presenten formando mechas"
"catalogos_fraccionarancelaria3408","3801909900","Las demás"
"catalogos_fraccionarancelaria3409","3802100100","Carbón activado"
"catalogos_fraccionarancelaria3410","3802900601","Arcilla activada excepto lo comprendido en el número de identificación comercial 3802900602"
"catalogos_fraccionarancelaria3411","3802900602","Tierras de fuller activadas"
"catalogos_fraccionarancelaria3412","3802909901","Negro de huesos"
"catalogos_fraccionarancelaria3413","3802909999","Los demás"
"catalogos_fraccionarancelaria3414","3803000100","""Tall oil"" incluso refinado"
"catalogos_fraccionarancelaria3415","3804000201","Lignosulfonatos cromados o sin cromar de calcio sodio o potasio"
"catalogos_fraccionarancelaria3416","3804000299","Los demás"
"catalogos_fraccionarancelaria3417","3805100201","Esencia de trementina"
"catalogos_fraccionarancelaria3418","3805100299","Los demás"
"catalogos_fraccionarancelaria3419","3805900100","Aceite de pino"
"catalogos_fraccionarancelaria3420","3805909900","Los demás"
"catalogos_fraccionarancelaria3421","3806100100","Colofonias"
"catalogos_fraccionarancelaria3422","3806109900","Los demás"
"catalogos_fraccionarancelaria3423","3806200100","Sales de colofonias de ácidos resínicos o de derivados de colofonias o de ácidos resínicos excepto las sales de aductos de colofonias"
"catalogos_fraccionarancelaria3424","3806300301","Resinas esterificadas de colofonias"
"catalogos_fraccionarancelaria3425","3806300399","Los demás"
"catalogos_fraccionarancelaria3426","3806900100","Mezcla de alcohol tetrahidroabietílico alcohol dihidroabietílico y alcohol dehidroabietílico"
"catalogos_fraccionarancelaria3427","3806909900","Los demás"
"catalogos_fraccionarancelaria3428","3807000100","Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia de ácidos resínicos o de pez vegetal"
"catalogos_fraccionarancelaria3429","3808590100","Desinfectantes"
"catalogos_fraccionarancelaria3430","3808599901","Herbicidas"
"catalogos_fraccionarancelaria3431","3808599902","Acaricidas excepto a base de: cihexatin; propargite"
"catalogos_fraccionarancelaria3432","3808599999","Los demás"
"catalogos_fraccionarancelaria3433","3808610100","Acondicionados en envases con un contenido en peso neto inferior o igual a 300 g"
"catalogos_fraccionarancelaria3434","3808620100","Acondicionados en envases con un contenido en peso neto superior a 300 g pero inferior o igual a 75 kg"
"catalogos_fraccionarancelaria3435","3808699900","Los demás"
"catalogos_fraccionarancelaria3436","3808919901","Formulados a base de: oxamil; Bacillus thuringiensis"
"catalogos_fraccionarancelaria3437","3808919999","Los demás"
"catalogos_fraccionarancelaria3438","3808920301","Formulados a base de: carboxin; dinocap; dodemorf; acetato de fentin; fosetil Al; iprodiona; kasugamicina propiconazol; vinclozolin"
"catalogos_fraccionarancelaria3439","3808920302","Etilen bis ditiocarbamato de manganeso con ión de cinc (Mancozeb)"
"catalogos_fraccionarancelaria3440","3808920399","Los demás"
"catalogos_fraccionarancelaria3441","3808930401","Reguladores de crecimiento vegetal"
"catalogos_fraccionarancelaria3442","3808930402","Herbicidas formulados a base de: acifluorfen; barban; setoxidin; dalapon; difenamida; etidimuron; hexazinona; linuron; tidiazuron"
"catalogos_fraccionarancelaria3443","3808930499","Los demás"
"catalogos_fraccionarancelaria3444","3808940100","Poli (dicloruro de oxietileno-(dimetilamonio)- etileno-(dimetilamonio)-etileno) en solución acuosa"
"catalogos_fraccionarancelaria3445","3808940200","Formulados a base de derivados de la isotiazolinona"
"catalogos_fraccionarancelaria3446","3808949900","Los demás"
"catalogos_fraccionarancelaria3447","3808999900","Los demás"
"catalogos_fraccionarancelaria3448","3809100100","A base de materias amiláceas"
"catalogos_fraccionarancelaria3449","3809910100","Preparaciones suavizantes de telas a base de aminas cuaternarias acondicionadas para la venta al por menor"
"catalogos_fraccionarancelaria3450","3809919900","Los demás"
"catalogos_fraccionarancelaria3451","3809920100","Preparaciones de polietileno con cera con un contenido de sólidos superior o igual al 40% con una viscosidad de 200 a 250 centipoises a 25°C y con un pH de 70 a 85"
"catalogos_fraccionarancelaria3452","3809920200","Preparación constituida por fibrilas de polipropileno y pasta de celulosa en placas"
"catalogos_fraccionarancelaria3453","3809929901","Dimero ceténico de ácidos grasos monocarboxílicos"
"catalogos_fraccionarancelaria3454","3809929999","Los demás"
"catalogos_fraccionarancelaria3455","3809930100","De los tipos utilizados en la industria del cuero o industrias similares"
"catalogos_fraccionarancelaria3456","3810100100","Preparaciones para el decapado de metal; pastas y polvos para soldar constituidos por metal y otros productos"
"catalogos_fraccionarancelaria3457","3810909901","Fundentes para soldadura usados en el proceso de arco sumergido en forma de gránulos o pellets a base de silicato y óxidos metálicos"
"catalogos_fraccionarancelaria3458","3810909999","Los demás"
"catalogos_fraccionarancelaria3459","3811110200","A base de compuestos de plomo"
"catalogos_fraccionarancelaria3460","3811199900","Las demás"
"catalogos_fraccionarancelaria3461","3811210100","Sulfonatos y/o fenatos de calcio de los hidrocarburos y sus derivados"
"catalogos_fraccionarancelaria3462","3811210200","Derivados de ácido y/o anhídrido poliisobutenil succínico incluyendo amida imida o ésteres"
"catalogos_fraccionarancelaria3463","3811210300","Ditiofosfato de cinc disubstituidos con radicales de C3 a C18 y sus derivados"
"catalogos_fraccionarancelaria3464","3811210400","Mezclas a base de poliisobutileno o diisobutileno sulfurizados"
"catalogos_fraccionarancelaria3465","3811210500","Mezclas a base de ácido dodecilsuccínico y dodecil succinato de alquilo"
"catalogos_fraccionarancelaria3466","3811210600","Sales de OO-dihexil ditiofosfato de alquilaminas primarias con radicales alquilo de C10 a C14"
"catalogos_fraccionarancelaria3467","3811210700","Aditivos para aceites lubricantes cuando se presenten a granel excepto lo comprendido en las fracciones arancelarias 38112101 38112102 38112103 38112104 38112105 y 38112106"
"catalogos_fraccionarancelaria3468","3811219900","Los demás"
"catalogos_fraccionarancelaria3469","3811290400","Mezclas a base de poliisobutileno o diisobutileno sulfurizados"
"catalogos_fraccionarancelaria3470","3811290500","Mezclas a base de ácido dodecilsuccínico y dodecil succinato de alquilo"
"catalogos_fraccionarancelaria3471","3811290600","Sales de OO-dihexil ditiofosfato de alquilaminas primarias con radicales alquilo de C10 a C14"
"catalogos_fraccionarancelaria3472","3811299900","Los demás"
"catalogos_fraccionarancelaria3473","3811900100","Aditivos para combustóleo a base de óxido de magnesio; aditivos para combustóleo a base de agentes emulsionantes"
"catalogos_fraccionarancelaria3474","3811909900","Los demás"
"catalogos_fraccionarancelaria3475","3812100100","Aceleradores de vulcanización preparados"
"catalogos_fraccionarancelaria3476","3812200100","Plastificantes compuestos para caucho o plástico"
"catalogos_fraccionarancelaria3477","3812310100","Mezclas de oligómeros de 224-trimetil-12-dihidroquinoleína (TMQ)"
"catalogos_fraccionarancelaria3478","3812390200","Mezcla antiozonante a base de o-tolil-o-anilina-p-fenilen-diamina difenil-p-fenilendiamina y di-o-tolil-p-fenilendiamina"
"catalogos_fraccionarancelaria3479","3812390300","Mezcla de nitrilos de ácidos grasos"
"catalogos_fraccionarancelaria3480","3812390400","224-Trimetil-12-dihidro-quinolina polimerizada"
"catalogos_fraccionarancelaria3481","3812390500","Poli ((6-((1133 tetrametil butil)-imino)-135-triazina-24-diil)(2-(2266-tetrametil-piperidil)-imino)-hexametilén- (4-(2266-tetrametil-piperidil)-imino))"
"catalogos_fraccionarancelaria3482","3812399901","Estabilizantes para compuestos plásticos vinílicos a base de estaño plomo calcio bario cinc y/o cadmio"
"catalogos_fraccionarancelaria3483","3812399999","Los demás"
"catalogos_fraccionarancelaria3484","3813000100","Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras"
"catalogos_fraccionarancelaria3485","3814000100","Disolventes y diluyentes orgánicos compuestos no expresados ni comprendidos en otra parte; preparaciones para quitar pinturas o barnices"
"catalogos_fraccionarancelaria3486","3815110301","A base de níquel Raney de óxido de níquel disperso en ácidos grasos"
"catalogos_fraccionarancelaria3487","3815110399","Los demás"
"catalogos_fraccionarancelaria3488","3815120301","A base de paladio aun cuando contenga carbón activado"
"catalogos_fraccionarancelaria3489","3815120399","Los demás"
"catalogos_fraccionarancelaria3490","3815190100","A base de pentóxido de vanadio"
"catalogos_fraccionarancelaria3491","3815199900","Los demás"
"catalogos_fraccionarancelaria3492","3815900200","Iniciadores de polimerización a base de peróxidos o peroxidicarbonatos orgánicos"
"catalogos_fraccionarancelaria3493","3815909901","Iniciadores para preparación de siliconas"
"catalogos_fraccionarancelaria3494","3815909902","Catalizadores preparados"
"catalogos_fraccionarancelaria3495","3815909999","Los demás"
"catalogos_fraccionarancelaria3496","3816000200","Mortero refractario a base de dióxido de silicio óxido de aluminio y óxido de calcio"
"catalogos_fraccionarancelaria3497","3816000600","Compuestos con un contenido de: arenas silíceas superior o igual al 44% pero inferior o igual al 46% carbono superior o igual al 24% pero inferior o igual al 26% y de carburo de silicio superior o igual al 29% pero inferior o igual al 31%"
"catalogos_fraccionarancelaria3498","3816000700","A base de dolomita calcinada aun cuando contenga magnesita calcinada"
"catalogos_fraccionarancelaria3499","3816009901","De cromo o cromita o cromomagnesita calcinada o magnesita calcinada"
"catalogos_fraccionarancelaria3500","3816009902","De óxido de circonio o silicato de circonio aun cuando contenga alúmina o mullita"
"catalogos_fraccionarancelaria3501","3816009903","Aglomerado de dolomita"
"catalogos_fraccionarancelaria3502","3816009999","Los demás"
"catalogos_fraccionarancelaria3503","3817000100","Mezcla a base de dodecilbenceno"
"catalogos_fraccionarancelaria3504","3817000200","Mezcla de dialquilbencenos"
"catalogos_fraccionarancelaria3505","3817000300","Alquilbenceno lineal (LAB)"
"catalogos_fraccionarancelaria3506","3817009900","Los demás"
"catalogos_fraccionarancelaria3507","3818000100","Elementos químicos dopados para uso en electrónica en discos obleas (""wafers"") o formas análogas; compuestos químicos dopados para uso en electrónica"
"catalogos_fraccionarancelaria3508","3819000300","Líquidos para transmisiones hidráulicas a base de ésteres fosfóricos o hidrocarburos clorados y aceites minerales"
"catalogos_fraccionarancelaria3509","3819000401","Líquidos para frenos hidráulicos presentados para la venta al por menor"
"catalogos_fraccionarancelaria3510","3819000402","Líquidos para frenos hidráulicos a base de alcoholes y aceites fijos excepto los presentados para la venta al por menor"
"catalogos_fraccionarancelaria3511","3819009900","Los demás"
"catalogos_fraccionarancelaria3512","3820000100","Preparaciones anticongelantes y líquidos preparados para descongelar"
"catalogos_fraccionarancelaria3513","3821000100","Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos los virus y organismos similares) o de células vegetales humanas o animales"
"catalogos_fraccionarancelaria3514","3822110100","Presentados en forma de Kit"
"catalogos_fraccionarancelaria3515","3822119900","Los demás"
"catalogos_fraccionarancelaria3516","3822120100","Reactivos de diagnóstico para determinación de pruebas inmunológicas por medio de anticuerpos monoclonales mezclados incluso en forma de juegos (Kit)"
"catalogos_fraccionarancelaria3517","3822129900","Los demás"
"catalogos_fraccionarancelaria3518","3822130100","Reactivos hemoclasificadores"
"catalogos_fraccionarancelaria3519","3822139900","Los demás"
"catalogos_fraccionarancelaria3520","3822190100","Reactivos de diagnóstico para determinación de pruebas inmunológicas por medio de anticuerpos monoclonales mezclados incluso en forma de juegos (Kit)"
"catalogos_fraccionarancelaria3521","3822190200","Placas hojas láminas hojas o tiras de papel impregnadas o recubiertas con reactivos para diagnóstico o laboratorio"
"catalogos_fraccionarancelaria3522","3822190300","Juegos o surtidos de reactivos de diagnósticos para las determinaciones en el laboratorio de hematología"
"catalogos_fraccionarancelaria3523","3822199901","Placas hojas láminas hojas o tiras de plástico impregnadas o recubiertas con reactivos para diagnóstico o laboratorio"
"catalogos_fraccionarancelaria3524","3822199902","Juegos o surtidos de reactivos de diagnóstico para las determinaciones en el laboratorio de química clínica excepto lo comprendido en el número de identificación comercial 3822009901"
"catalogos_fraccionarancelaria3525","3822199991","Los demás reactivos de diagnóstico para determinación de pruebas inmunológicas por medio de anticuerpos monoclonales"
"catalogos_fraccionarancelaria3526","3822199999","Los demás"
"catalogos_fraccionarancelaria3527","3822909900","Los demás"
"catalogos_fraccionarancelaria3528","3823110100","Ácido esteárico"
"catalogos_fraccionarancelaria3529","3823120301","Ácido oléico (Oleína) excepto lo comprendido en el número de identificación comercial 3823120302"
"catalogos_fraccionarancelaria3530","3823120302","Ácido oléico cuyas características sean ""Titer"" menor de 25°C índice de yodo de 80 a 100; color Gardner 12 máximo índice de acidez de 195 a 204 índice de saponificación de 197 a 206 composición de ácido oléico 70% mínimo"
"catalogos_fraccionarancelaria3531","3823130100","Ácidos grasos del ""tall oil"""
"catalogos_fraccionarancelaria3532","3823190300","Ácido palmítico cuyas características sean: ""Titer"" de 53°C a 62°C índice de yodo inferior o igual a 2 color Gardner de 1 a 12 índice de acidez de 206 a 220 índice de saponificación de 207 a 221 composición de ácido palmítico de superior o igual al 64%"
"catalogos_fraccionarancelaria3533","3823199901","Aceites ácidos del refinado"
"catalogos_fraccionarancelaria3534","3823199999","Los demás"
"catalogos_fraccionarancelaria3535","3823700201","Alcohol laurílico"
"catalogos_fraccionarancelaria3536","3823700299","Los demás"
"catalogos_fraccionarancelaria3537","3824100100","Preparaciones aglutinantes para moldes o núcleos de fundición"
"catalogos_fraccionarancelaria3538","3824300201","Mezclas de polvos de carburo de tungsteno con uno o varios de los siguientes compuestos y/o elementos: carburo de tantalio carburo de titanio cobalto níquel molibdeno cromo o colombio; aun cuando contengan parafina"
"catalogos_fraccionarancelaria3539","3824300299","Los demás"
"catalogos_fraccionarancelaria3540","3824400100","Para cemento"
"catalogos_fraccionarancelaria3541","3824409900","Los demás"
"catalogos_fraccionarancelaria3542","3824500100","Preparaciones a base de hierro molido arena silícea y cemento hidráulico"
"catalogos_fraccionarancelaria3543","3824500200","Mezclas de arena de circonio arena silícea y resina"
"catalogos_fraccionarancelaria3544","3824500300","Aglutinantes vitrificadores o ligas cerámicas"
"catalogos_fraccionarancelaria3545","3824509900","Los demás"
"catalogos_fraccionarancelaria3546","3824600100","Sorbitol excepto el de la subpartida 290544"
"catalogos_fraccionarancelaria3547","3824810100","Que contengan oxirano (óxido de etileno)"
"catalogos_fraccionarancelaria3548","3824820100","Que contengan bifenilos polibromados (PBB) bifenilos policlorados (PCB) o terfenilos policlorados (PCT)"
"catalogos_fraccionarancelaria3549","3824830100","Que contengan fosfato de tris(23-dibromopropilo)"
"catalogos_fraccionarancelaria3550","3824840100","Que contengan aldrina (ISO) canfecloro (ISO) (toxafeno) clordano (ISO) clordecona (ISO) DDT (ISO) (clofenotano (DCI) 111-tricloro-22-bis(p-clorofenil)etano) dieldrina (ISO DCI) endosulfán (ISO) endrina (ISO) heptacloro (ISO) o mirex (ISO)"
"catalogos_fraccionarancelaria3551","3824850100","Que contengan 123456-hexaclorociclohexano (HCH (ISO)) incluido el lindano (ISO DCI)"
"catalogos_fraccionarancelaria3552","3824860100","Que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO)"
"catalogos_fraccionarancelaria3553","3824870100","Que contengan ácido perfluorooctano sulfónico o sus sales perfluorooctano sulfonamidas o fluoruro de perfluorooctano sulfonilo"
"catalogos_fraccionarancelaria3554","3824880100","Que contengan éteres tetra- penta- hexa- hepta- u octabromodifenílicos"
"catalogos_fraccionarancelaria3555","3824890100","Que contengan parafinas cloradas de cadena corta"
"catalogos_fraccionarancelaria3556","3824910100","Mezclas y preparaciones constituidas esencialmente de metilfosfonato de (5-etil-2-metil-2-óxido-132-dioxafosfinan-5-il)metil metilo y metilfosfonato de bis[(5-etil-2-metil-2-óxido-132-dioxafosfinan-5-il)metilo]"
"catalogos_fraccionarancelaria3557","3824920100","Ésteres de poliglicol del ácido metilfosfónico"
"catalogos_fraccionarancelaria3558","3824990100","Preparaciones borra tinta"
"catalogos_fraccionarancelaria3559","3824990200","Composiciones a base de materias vegetales para desincrustar calderas"
"catalogos_fraccionarancelaria3560","3824990300","Desincrustantes para calderas a base de materias minerales aun cuando contengan productos orgánicos"
"catalogos_fraccionarancelaria3561","3824990600","Soluciones anticoagulantes para sangre humana en envases iguales o menores a 500 cm³"
"catalogos_fraccionarancelaria3562","3824990800","Aceites minerales sulfonados insolubles en agua"
"catalogos_fraccionarancelaria3563","3824990900","Indicadores de temperatura por fusión"
"catalogos_fraccionarancelaria3564","3824991000","Conservadores de forrajes a base de formiato de calcio y nitrato de sodio"
"catalogos_fraccionarancelaria3565","3824991100","Mezclas a base de poliéter-alcohol alifático"
"catalogos_fraccionarancelaria3566","3824991300","Composiciones a base de materias minerales para el sellado y limpieza de radiadores"
"catalogos_fraccionarancelaria3567","3824991400","Sulfato de manganeso con un contenido de otros sulfatos inferior o igual al 25%"
"catalogos_fraccionarancelaria3568","3824991600","Mezclas de fosfato de cresilo y derivados sulfurados"
"catalogos_fraccionarancelaria3569","3824991800","Polvo desecado proveniente de la fermentación bacteriana con un conteniendo de kanamicina superior o igual al 30% pero inferior o igual al 45%"
"catalogos_fraccionarancelaria3570","3824991900","Mezclas a base de compuestos cíclicos polimetil siloxánicos con un contenido de alfa omega-dihidroxi-dimetil polisiloxano inferior o igual al 60%"
"catalogos_fraccionarancelaria3571","3824992000","Mezcla de difenilo y óxido de difenilo"
"catalogos_fraccionarancelaria3572","3824992200","Sílice en solución coloidal"
"catalogos_fraccionarancelaria3573","3824992300","Pentaclorotiofenol con aditivos de efecto activador y dispersante"
"catalogos_fraccionarancelaria3574","3824992500","Mezclas de NN-dimetil-alquilaminas o NN- dialquil-metilaminas"
"catalogos_fraccionarancelaria3575","3824992600","Mezcla de éteres monoalílicos de mono-di- y trimetilolfenoles"
"catalogos_fraccionarancelaria3576","3824992800","Mezcla constituida por: ácidos resínicos de la colofonía con un contenido superior o igual al 27% pero inferior o igual 29% compuestos fenólicos de alto peso molecular con un contenido superior o igual al 56% pero inferior o igual al 58% tales como flobafenos e hidroxometoxiestilbeno y de ""compuestos neutros"" formados por cera terpenos polimerizados y dimetoxiestilbeno con un contenido superior o igual al 14% pero inferior o igual al 16%"
"catalogos_fraccionarancelaria3577","3824992900","Pasta de coque de petróleo con azufre"
"catalogos_fraccionarancelaria3578","3824993000","111-Tri(4-metil-3-isocianfenilcarbamoilmetil) propano en acetato de etilo"
"catalogos_fraccionarancelaria3579","3824993100","Mezcla constituida por un contenido de 444'-Triisocianato de trifenilmetano en cloruro de metileno de 20%"
"catalogos_fraccionarancelaria3580","3824993200","Disolución de NNN'-Tri(isocianhexametilen) carbamilurea con una concentración superior al 50% en disolventes orgánicos"
"catalogos_fraccionarancelaria3581","3824993300","Mezcla a base de dos o más siliciuros"
"catalogos_fraccionarancelaria3582","3824993500","Preparación a base de carbón activado y óxido de cobre"
"catalogos_fraccionarancelaria3583","3824993700","Preparación a base de vermiculita y turba con o sin perlita"
"catalogos_fraccionarancelaria3584","3824993800","Preparación a base de alúmina silicatos y carbonatos alcalinos y carbono"
"catalogos_fraccionarancelaria3585","3824994000","Preparaciones para detectar fallas en materiales incluso los polvos magnetizables coloreados"
"catalogos_fraccionarancelaria3586","3824994100","Cartuchos con preparados químicos que al reaccionar producen luz fría"
"catalogos_fraccionarancelaria3587","3824994300","Mezcla de alquil-amina donde el radical alquilo sea de 16 a 22 átomos de carbono"
"catalogos_fraccionarancelaria3588","3824994400","Aglutinantes vitrificadores o ligas cerámicas"
"catalogos_fraccionarancelaria3589","3824994500","Mezcla a base de politetrafluoroetileno y sílica gel"
"catalogos_fraccionarancelaria3590","3824994600","Residuales provenientes de la fermentación de la clorotetraciclina cuyo contenido de clorotetraciclina sea inferior o igual al 30%"
"catalogos_fraccionarancelaria3591","3824994700","Residuales provenientes de la fermentación de la estreptomicina cuyo contenido de estreptomicina sea inferior o igual al 30%"
"catalogos_fraccionarancelaria3592","3824994800","Preparación para producir niebla artificial (""Humo líquido"")"
"catalogos_fraccionarancelaria3593","3824994900","Anhídrido poliisobutenil succínico diluido en aceite mineral"
"catalogos_fraccionarancelaria3594","3824995000","Monooleato de glicerol adicionado de estearato de sorbitan etoxilado"
"catalogos_fraccionarancelaria3595","3824995100","Mezclas de ésteres dimetílicos de los ácidos adípico glutárico y succínico"
"catalogos_fraccionarancelaria3596","3824995200","Mezclas de NN-dimetilamidas de ácidos grasos de aceite de soya"
"catalogos_fraccionarancelaria3597","3824995300","Dialquenil hidrógeno fosfito con radicales alquenilos de 12 a 20 átomos de carbono"
"catalogos_fraccionarancelaria3598","3824995400","Resinas de guayaco modificada con sustancias nitrogenadas"
"catalogos_fraccionarancelaria3599","3824995500","Disolución de metilato de sodio con una concentración al 25%"
"catalogos_fraccionarancelaria3600","3824995600","Preparaciones endurecedoras o agentes curantes para resinas epóxicas a base de mercaptanos o de mezclas de poliamidas con resinas epóxicas o 44'-isopropilidendifenol"
"catalogos_fraccionarancelaria3601","3824995800","Mezcla de mono di y triglicéridos de ácidos saturados de longitud de cadena C12 a C18"
"catalogos_fraccionarancelaria3602","3824995900","Mezclas orgánicas extractantes a base de dodecilsalicilaldoxima con alcohol tridecílico y keroseno"
"catalogos_fraccionarancelaria3603","3824996000","Sólidos de fermentación de la nistatina"
"catalogos_fraccionarancelaria3604","3824996100","Ácidos bencensulfónicos mono o polisubstituidos por radicales alquilo de C10 a C28"
"catalogos_fraccionarancelaria3605","3824996200","Mezcla de alcoholes constituida en promedio por: isobutanol 61% n-pentanol 24% metil-2-butanol 12% y metil-3-butanol con un contenido superior o igual al 1% pero inferior o igual al 3%"
"catalogos_fraccionarancelaria3606","3824996300","Mezcla de polietilen poliaminas con un contenido de nitrógeno superior o igual al 32% pero inferior o igual al 38%"
"catalogos_fraccionarancelaria3607","3824996400","Mezclas de poliésteres derivados de benzotriazol"
